SL,Ticket No,Client Name,SCR ID,To Address,From Site ID:,To Site ID:,Capacity,Fault Type,Fault Raised By,System Fault Date & Time,Notification Date & Time,Root Cause(L-1),Root Cause(L-2),Root Cause(L-3),RestorationSystem Date,Restoration Date,TTOpenBy,TTClosedBy,Outage due to,Restoration Confirm by
244,2015122638446,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Mr. Kaysar,2015-12-26 05:55:42,2015-12-26 06:01:07,,Client End Problem,Client End Problem (Others),2015-12-26 10:13:17,2015-12-26 07:03:12,Amitabh,Abdur,Client End Problem,Mr.Himangshu
245,2015122037689,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Tanmay Suvra Dasgupta,2015-12-20 16:25:21,2015-12-20 16:31:18,,Client End Problem,Client End Problem (Others),2015-12-21 16:28:32,2015-12-20 18:47:28,Saddam.hossen,Jurain Ahmed,Client End Problem,
246,2015121136575,1 Asia Alliance Communication Limited,13636,"Road 83,84,Gulshan Avenue,Gulshan 2","-Alliance Building,63,Pragati Sharani.","-Road 83,84,Gulshan Avenue,Gulshan 2",,Down-Link-Link,S.M.Rifatuzzaman,2015-12-11 12:24:40,2015-12-11 12:31:05,,,Client End Problem (Fiber Cut),2015-12-13 10:14:59,2015-12-11 12:45:00,Ashraful,Ashraful,F@H End Problem,Sumaiya
247,2015120736005,1 Asia Alliance Communication Limited,6706,"FHL Kalshi LDP, Mirpur","-63 progoti Shoroni, 1 Asia building","-FHL Kalshi LDP, Mirpur",,Down-Link-Link,Mr. Zaheed,2015-12-07 01:14:12,2015-12-07 01:19:43,,U/G Fiber Cut,U/G Fiber Cut,2015-12-07 04:32:46,2015-12-07 04:38:53,Amitabh,Amitabh,F@H End Problem,Mr. Zaheed Hossa
248,2015120436097,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,-Link Down-Link Down,Hemangshu Halder,2015-12-04 03:40:35,2015-12-04 03:30:07,,O/H Fiber Cut,O/H Fiber Cut,2015-12-04 14:11:35,2015-12-04 12:16:27,Hasibur,Anayat.masum,F@H End Problem,MSSD
249,2015120235899,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Sumaiya Mousumi,2015-12-02 10:08:03,2015-12-02 10:13:54,Client,OH,Fiber Loss,2015-12-03 13:06:40,2015-12-03 13:12:41,Abdur,Nazmul,Client End Problem,Mr. Shamiul
250,2015120135784,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Sumaiya Mousumi,2015-12-01 09:40:48,2015-12-01 09:46:04,Client,OH,Fiber Loss,2015-12-02 07:18:11,2015-12-01 10:20:00,Jubair,Ashraful,Client End Problem,NOC
251,2015113035730,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Md. Selinur,2015-11-30 15:18:02,2015-11-30 15:23:40,,Client End Problem,Client End Problem (Others),2015-11-30 17:29:39,2015-11-30 17:35:32,Ashraful,Sania,Client End Problem,Mr. Himangshu
252,2015112935569,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,1977881150,2015-11-29 14:05:32,2015-11-29 14:11:18,,Client End Problem,Client End Problem (Others),2015-11-29 14:37:57,2015-11-29 14:43:17,Abdur,Faysal,Client End Problem,Rifatuzzaman
253,2015112935519,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Mr.Rishad-01977881150,2015-11-29 08:30:02,2015-11-29 08:33:00,Passive,OH,Core Break,2015-11-30 11:52:34,2015-11-30 11:45:59,Shafath,A.bakar,F@H End Problem,Mr.Rishad
254,2015112435043,1 Asia Alliance Communication Limited,11430,"Colo Asia Brock Tower COMMON POI Poribag,Dhaka","-The Alliance Bulding, 63 Progoti Sarani, baridhara","-Colo Asia Brock Tower COMMON POI Poribag,Dhaka",,Down-Link-Link,Samiur Rahman,2015-11-24 19:58:28,2015-11-24 20:02:49,,O/H Fiber Bend,O/H Fiber Bend,2015-11-25 12:37:13,2015-11-25 12:20:52,Samad,Anayat.masum,F@H End Problem,1 aisa Mr.Zia
255,2015112435015,1 Asia Alliance Communication Limited,9010,"Colo Asia Brock Tower Poribag, Dhaka","-Alliance Building, 63/A Pragati Sarani, Shahajadpur, Baridhara, Dhaka-1212","-Colo Asia Brock Tower Poribag, Dhaka",,Down-Link-Link,Samiur Rahman,2015-11-24 15:00:11,2015-11-24 15:04:52,Client,Wrong Complaint,Wrong Complaint,2015-11-24 20:00:16,2015-11-24 20:05:54,Abdur,Samad,Client End Problem,Mr. SAmiur
256,2015112134724,1 Asia Alliance Communication Limited,16608,Sqaure Hospital. Panthopath,"-Coloasia ODF, Borak Tower",-Sqaure Hospital. Panthopath,,Down-Link-Link,Tanmay (880 1977 881150 ),2015-11-21 22:01:02,2015-11-21 22:06:00,,Client End Problem,Client End Problem (Others),2015-11-22 13:29:12,2015-11-22 11:05:37,Israt.jaheen,Abdur,Client End Problem,Sumaiya Mousumi
257,2015112034547,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Mr.Alamgir Hossain Reaz,2015-11-20 09:34:09,2015-11-20 09:32:00,,Client End Problem,Client End Problem (Others),2015-11-23 11:00:18,2015-11-20 17:30:00,Shafath,A.momin,Client End Problem,Mr. Samiur Rahma
258,2015111333762,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,S.M.Rifatuzzaman,2015-11-13 11:07:16,2015-11-13 11:12:08,Passive,OH,Core Break,2015-11-13 12:04:37,2015-11-13 12:09:30,Jubair,Jubair,F@H End Problem,S.M.Rifatuzzaman
259,2015110933346,1 Asia Alliance Communication Limited,6706,"FHL Kalshi LDP, Mirpur","-63 progoti Shoroni, 1 Asia building","-FHL Kalshi LDP, Mirpur",,Down-Link-Link,NOC,2015-11-09 13:45:37,2015-11-09 13:45:54,,U/G Fiber Cut,U/G Fiber Cut,2015-11-10 10:28:47,2015-11-09 21:45:52,Rabbee,Rabbee,F@H End Problem,Mr. Shawon
260,2015103132285,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Nazim Uddin Ahmed,2015-10-31 16:43:38,2015-10-31 16:12:26,,O/H Fiber Cut,O/H Fiber Cut,2015-10-31 18:10:26,2015-10-31 16:24:46,Faysal,Hasibur,F@H End Problem,Client
261,2015103132250,1 Asia Alliance Communication Limited,10921,"HOUSE# 15, ROAD # 117, GULSHAN, DHAKA-1212","-THE ALLIANCE BULDING, 63 PROGOTI SARANI, BARIDHARA CONNECTED","-HOUSE# 15, ROAD # 117, GULSHAN, DHAKA-1212",,Down-Link-Link,"Mahmud(,01977 881150 )",2015-10-31 13:02:36,2015-10-31 13:06:12,,U/G Fiber Bend,U/G Fiber Bend,2015-10-31 19:04:07,2015-10-31 19:08:36,Israt.jaheen,Hasibur,F@H End Problem,"Mahmud(,01977 88"
262,2015103032127,1 Asia Alliance Communication Limited,13636,"Road 83,84,Gulshan Avenue,Gulshan 2","-Alliance Building,63,Pragati Sharani.","-Road 83,84,Gulshan Avenue,Gulshan 2",,Down-Link-Link,"Mr.Nazim,01977 881150",2015-10-30 11:45:17,2015-10-30 11:48:46,,U/G Fiber Damage,U/G Fiber Damage,2015-10-31 20:18:11,2015-10-31 14:33:00,Sania,Sania,F@H End Problem,Mr.Nazim
263,2015103032095,1 Asia Alliance Communication Limited,10921,"HOUSE# 15, ROAD # 117, GULSHAN, DHAKA-1212","-THE ALLIANCE BULDING, 63 PROGOTI SARANI, BARIDHARA CONNECTED","-HOUSE# 15, ROAD # 117, GULSHAN, DHAKA-1212",,Down-Link-Link,"Mr.Rifat,01977881150",2015-10-30 08:02:44,2015-10-30 08:05:33,,Shifting Problem,Shifting Problem (CO),2015-10-30 09:08:53,2015-10-30 09:12:49,Sania,Sania,F@H End Problem,Mr.Nazim
264,2015102831873,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,-Link Down-Link Down,Mr. S.M.Rifatuzzaman,2015-10-28 14:22:53,2015-10-28 14:16:12,Passive,OH,Core Bend - OF,2015-10-28 17:06:26,2015-10-28 15:03:17,A.momin,Saddam.hossen,F@H End Problem,Mr.rifat
265,2015102731808,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,-Link Down-Link Down,1 Asia,2015-10-27 22:11:21,2015-10-27 17:23:07,,Logical & Physical,Logical & Physical,2015-10-27 22:34:23,2015-10-27 22:34:23,Anayat.masum,Anayat.masum,F@H End Problem,1 Asia Mr.Mahmud
266,2015102031029,1 Asia Alliance Communication Limited,13225,"Grameen Bank Bhaban,Mirpur-2","-Alliance Building,63,Pragati Sharani.(Connected)","-Grameen Bank Bhaban,Mirpur-2",,Down-Link-Link,Sumaiya-01977 881150,2015-10-20 09:54:06,2015-10-20 09:57:01,,Client End Problem (Fiber Cut),Client End Problem (Fiber Cut),2015-10-20 21:01:22,2015-10-20 11:44:00,Ashraful,Sania,Client End Problem,Mr. Samiur
267,2015101930894,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Mr.Jahid (NOC Alliance ),2015-10-19 00:28:22,2015-10-19 00:28:50,,Client End Problem,Client End Problem (Others),2015-10-19 00:44:28,2015-10-19 00:48:01,Anayat.masum,Jubair,Client End Problem,MD. Selinur Rahm
268,2015101730742,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,-Link Down-Link Down,Support,2015-10-17 18:15:34,2015-10-17 18:18:22,Client,Wrong Complaint,Wrong Complaint,2015-10-19 10:15:05,2015-10-19 10:17:42,Bashir Ahmed,Ashraful,Client End Problem,NOC
269,2015101630623,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Support,2015-10-16 16:50:24,2015-10-16 15:20:37,,U/G Fiber Cut,U/G Fiber Cut,2015-10-16 18:18:41,2015-10-16 15:27:06,Bashir Ahmed,Bashir Ahmed,F@H End Problem,MSSD
270,2015101630532,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Dasgupta,2015-10-16 13:59:34,2015-10-16 01:17:24,,U/G Fiber Cut,U/G Fiber Cut,2015-10-16 16:31:52,2015-10-16 15:27:06,Faysal,Israt.jaheen,F@H End Problem,Mr.Riyaz
271,2015101530408,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,NOC,2015-10-15 11:53:19,2015-10-15 11:36:57,,Client End Problem (Fiber Cut),Client End Problem (Fiber Cut),2015-10-16 08:46:26,2015-10-15 14:29:00,Rabbee,Ashraful,Client End Problem,NOC
272,2015092628545,1 Asia Alliance Communication Limited,10849,"SPL WESTERN TOWER,, 186 TEJGAON C/A, DHAKA","-ALLIANCE BUILDING,63 PRAGATI SHARANI,DHAKA","-SPL WESTERN TOWER,, 186 TEJGAON C/A, DHAKA",,Down-Link-Link,Tanmay Suvra Dasgupta,2015-09-26 16:52:27,2015-09-26 16:53:42,,Client End Problem,Client End Problem (Others),2015-09-27 12:22:13,2015-09-26 18:19:29,Abdur,Abdur,Client End Problem,Mr. Nayon
273,2015092228114,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,-Link Down-Link Down,1777954311,2015-09-22 00:11:46,2015-09-21 22:36:17,Passive,OH,Core Break,2015-09-22 08:32:34,2015-09-22 07:55:24,Faisal.kibria,Faysal,F@H End Problem,Mr.Samiur
274,2015092128064,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,NOC,2015-09-21 20:15:42,2015-09-21 20:16:23,Passive,OH,Core Break,2015-09-22 08:32:47,2015-09-22 07:55:45,Sania,Faysal,F@H End Problem,Samiur
275,2015091927702,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Mr.Selinur,2015-09-19 22:00:22,2015-09-19 22:01:29,Passive,Power,F@H Vendor,2015-09-20 09:35:00,2015-09-20 09:36:56,Sania,Hasibur,F@H End Problem,Support
276,2015091226871,1 Asia Alliance Communication Limited,16597,"Aqua Tower, Mohakhali. BIGL ODF",-Mango Colocity. ODF,"-Aqua Tower, Mohakhali. BIGL ODF",,Down-Link-Link,Mr.Shaon,2015-09-12 14:39:01,2015-09-12 14:39:32,Passive,Faulty,Patch Cord Cut - LDP/BDB,2015-09-13 18:53:12,2015-09-13 17:35:00,Ashraful,Ashraful,F@H End Problem,Mr.Shaon.
277,2015091026626,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,Samiur 0 1977 881150,2015-09-10 05:57:05,2015-09-10 04:20:46,,U/G Fiber Cut,U/G Fiber Cut,2015-09-10 07:40:27,2015-09-10 07:41:29,Jubair,Jubair,F@H End Problem,1 Asia by mail
278,2015082224331,1 Asia Alliance Communication Limited,10921,"HOUSE# 15, ROAD # 117, GULSHAN, DHAKA-1212","-THE ALLIANCE BULDING, 63 PROGOTI SARANI, BARIDHARA CONNECTED","-HOUSE# 15, ROAD # 117, GULSHAN, DHAKA-1212",,Down-Link-Link,Sumaiya Mousumi,2015-08-22 12:17:00,2015-08-22 12:16:44,,O/H Fiber Cut,O/H Fiber Cut,2015-08-24 06:36:57,2015-08-23 14:20:32,Ashraful,Shafuzzaman,F@H End Problem,Sumaiya Mousumi
279,2015082124188,1 Asia Alliance Communication Limited,9207,"BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA","-ALLIANCE BUILDING, 63/A PRAGATI SARANI, SHAHAJADPUR, BARIDHARA, DHAKA-1212","-BAY ESTWOOD (1ST FLOOR), HOUSE: 66B, ROAD: 27, GULSHAN-1, DHAKA",,Down-Link-Link,Mr. Riaz[01977881150],2015-08-21 09:27:26,2015-08-21 09:26:43,Passive,Faulty,Patch Cord Cut - LDP/BDB,2015-08-21 14:18:14,2015-08-21 14:07:54,Samad,Shafuzzaman,F@H End Problem,Ms. Sumaiya
280,2015082024113,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,Mr.Samiur,2015-08-20 21:33:16,2015-08-20 20:56:00,,Client End Problem (Fiber Cut),Client End Problem (Fiber Cut),2015-08-21 02:09:31,2015-08-21 02:09:28,Sania,Jubair,Client End Problem,Mr Mahbub
281,2015081823622,1 Asia Alliance Communication Limited,9916,Chittagong Aktaruzzaman Center Chittagong Agrabad,"-The Alliance Bulding, 63 Progoti Sarani, baridhara",-Chittagong Aktaruzzaman Center Chittagong Agrabad,,Down-Link-Link,S.M.Rifatuzzaman,2015-08-18 04:45:59,2015-08-18 04:45:35,Passive,OH,Core Break,2015-08-18 07:12:14,2015-08-18 06:28:04,Ataul,Faisal.kibria,F@H End Problem,MSSD
282,2015081723592,1 Asia Alliance Communication Limited,13809,"105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College","-Alliance Building,63,Pragati Sharani.(Connected)","-105/1 Agamasi Lane, Dhaka-1000 Opposite of Law College",,Down-Link-Link,0 1777 954311,2015-08-17 20:31:14,2015-08-17 20:37:10,,O/H Fiber Cut,O/H Fiber Cut,2015-08-19 01:34:58,2015-08-19 01:34:56,Sumiya,A.momin,F@H End Problem,MSS
